[ID].json,label,statement,subject(s),speaker,speaker's job title,state info,party affiliation,barely true counts,false counts,half true counts,mostly true counts,pants on fire counts,venue
7148.json,barely-true,Says real estate taxes were put in place to pay for Obamacare.,"health-care,taxes",todd-hunter,Lawyer,Texas,republican,1,0,0,0,0,a Texas Tribune interview.
5663.json,half-true,Says today unemployment has been running near 12 percent or more for the last four years and the Legislature hasnt done much to lower it.,jobs,tim-knopp,,,republican,0,0,1,1,0,campaign website
1398.json,FALSE,Says Kay Bailey Hutchison voted for sanctuary cities.,immigration,rick-perry,Governor,Texas,republican,30,30,42,23,18,a debate.
6379.json,half-true,John Mica voted to borrow $10 trillion.,"debt,federal-budget,message-machine-2012,voting-record",sandy-adams,member of Congress,Florida,republican,0,0,1,0,0,a campaign mailer
9374.json,barely-true,Says opponent Mary Burke told reporters she would have required workers to give up bargained-for healthcare and retirement benefits like Gov. Walker.,"labor,state-budget,workers",brett-hulsey,,,democrat,1,3,0,0,0,a letter
498.json,TRUE,"McCain ""hired some of the biggest lobbyists in Washington to run his campaign.""","elections,ethics",barack-obama,President,Illinois,democrat,70,71,160,163,9,"Tampa, Fla."
4022.json,barely-true,We do not want to raise anybodys tax rates. Thats never been on the table.,"taxes,abc-news-week",james-clyburn,U.S. Representative,South Carolina,democrat,1,1,0,1,0,"an interview on ABC's ""This Week with Christiane Amanpour"""
11810.json,half-true,"When terrorists killed more than 250 Americans in Lebanon under Ronald Reagan, the Democrats didnt make that a partisan issue.","congress,history,terrorism",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a CNN town hall
2804.json,mostly-true,"This is the first time a party has picked up multiple seats during a regular election since the mid 1980s, making this the largest majority of any party in more than 25 years.","elections,history",mike-haridopolos,Florida Senate President,Florida,republican,0,3,1,1,0,a post-election interview.
183.json,FALSE,John wasn't this raging populist four years ago when he ran for president.,job-accomplishments,barack-obama,President,Illinois,democrat,70,71,160,163,9,"Chariton, Iowa"
2094.json,TRUE,House Republicans who complained they didnt have enough time to consider a constitutional ban against oil drilling shoved through a proposal in just a few days to open state waters to oil drilling.,"energy,environment,oil-spill",alex-sink,,Florida,democrat,1,2,2,4,0,remarks to reporters.
12697.json,FALSE,Says no one from the Bush family attended the 2012 Republican National Convention and there was no President Bush at the 2008 convention.,elections,reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,2,12,8,3,1,"an interview on ""Meet the Press"""
12499.json,pants-fire,Crime is rising.,"crime,criminal-justice",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a speech after several primaries concluded
12023.json,mostly-true,"(Flint, Mich., is) paying three times more for poison water than I am paying in Burlington, Vt., for clean water.","city-government,water",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,"a Democratic debate in Flint, Mich."
4928.json,barely-true,Weve got a personal tax system thats so complicated it costs Americans about $500 billion a year to comply with the current tax code.,taxes,john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,a news conference
3098.json,pants-fire,"Says a Portland school gives Muslim students their own school provided prayer room, prayer rugs, and lets them out of class five times a day to pray to Allah.",religion,victoria-taft,radio talk show host,Oregon,none,0,2,0,0,1,a website posting
8347.json,FALSE,"(Texas Republicans) believe in abolishing Social Security, abolishing V.A. health care.","social-security,veterans",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,an MSNBC interview
5750.json,half-true,The bulk of the people who are shot with a weapon other than these drug gangs taking on one another end up being shot with their own weapon.,guns,joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,"an interview on ""Face the Nation"""
1930.json,FALSE,"In the case of General Motors, the (Bush) administration wrote a check without asking for any conditions of change.","corporations,financial-regulation,market-regulation,abc-news-week,transportation",rahm-emanuel,Mayor of Chicago,Illinois,democrat,1,1,1,2,0,"an interview on ""This Week."""
8241.json,half-true,Salaries for URI faculty are second to last among New England land grant universities and in lowest 20 percent of major U.S. research institutions,"education,labor,state-budget,state-finances",frank-annunziato,Union leader,Rhode Island,labor-leader,0,0,1,0,0,a newspaper interview
13159.json,barely-true,Says Miami Congressman Carlos Curbelo supports drilling offshore and repeatedly voted against President Obamas ability to fight pollution and combat climate change.,"climate-change,environment",democratic-congressional-campaign-committee,,,democrat,11,8,5,1,9,a TV ad
2699.json,FALSE,"When President, then candidate, Obama was asked to disclose some of his donors because there was suspicion of their being the foreign source of money into his campaign, they refused to do it.","campaign-finance,transparency",michael-steele,chairman of the Republican National Committee,Maryland,republican,0,1,1,0,2,"an interview on NBC's ""Meet the Press"""
3485.json,FALSE,Oregon is the only state out of the 50 states in the USA that continues to pay 100% of the medical benefits for its employees and their families.,"health-care,state-budget",dennis-richardson,state representative,Oregon,republican,0,4,1,2,0,a newsletter
11453.json,FALSE,You wonder why you dont see Rand Paul as much; hes still shopping for his billionaire. Hes like the only one who hasnt found a billionaire to fund his super PAC.,campaign-finance,claire-mccaskill,U.S. Senator,Missouri,democrat,1,1,0,0,0,comments to HBO host Bill Maher
12779.json,half-true,"Says Donald Trump cashed in on Sept. 11,collecting $150,000 in federal funds intended to help small businesses recover even though days after the attack Trump said his properties were not affected.","federal-budget,terrorism",joseph-crowley,U.S. Rep.,New York,democrat,0,0,1,0,0,a speech at the Democratic convention
5322.json,barely-true,"Three years ago, a newly elected President Obama told America that if Congress approved his plan to borrow nearly a trillion dollars, he would hold unemployment below 8 percent.",stimulus,mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,"a victory speech in Las Vegas on Feb. 4, 2012"
4832.json,pants-fire,An independent payment advisory board created by in the health care reform law is like a Medicare IRS with the power to cut Medicare in order to pay for new government programs.,"government-regulation,health-care,message-machine-2012,market-regulation",60-plus-association,,,none,2,0,0,0,1,a television commercial
12077.json,FALSE,The Mitchell Park Domes lose about $1 million-plus every year and the number of people going to the Domes has been going down.,county-budget,chris-abele,Philanthropist,Wisconsin,none,3,5,4,4,2,an interview
9021.json,FALSE,"Under a bill before the legislature, youd have to go to court to fire an employee.","economy,jobs,labor,legal-issues",kenneth-block,businessman,,republican,0,3,2,3,0,a TV interview
6158.json,TRUE,There is little if any evidence that the use of red light cameras in New Jersey has reduced the number or severity of accidents at the intersections where they are used.,transportation,michael-doherty,,,republican,1,3,1,1,0,a news release
8819.json,mostly-true,"In the entire public school system in Camden last year, only three students graduated college ready.",education,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,his “State of the State” address
8141.json,TRUE,"Says nearly 29,000 Oregonians almost 5 percent of all homeowners are 90 days or more delinquent on their mortgage.",housing,ellen-rosenblum,,,democrat,1,0,0,0,0,an opinion article
1254.json,FALSE,"Under the Hate Crimes bill, ""any pastor, preacher, priest, rabbi or imam who gives a sermon out of their moral traditions about sexual practices could be found guilty of a federal crime.""",crime,john-kline,U.S. Congressman,,republican,0,1,0,0,0,a press release
6873.json,barely-true,This is what President Obama said the jobless rate would be if we passed the stimulus: 5.6 percent.,"candidates-biography,economy,jobs,message-machine-2012,stimulus",american-crossroads,,,republican,5,5,4,0,0,a TV ad
5031.json,half-true,George Allen and his colleagues in the Senate turned the biggest surplus in the history of the United States into the biggest deficit in the history of the United States.,"corrections-and-updates,deficit",tim-kaine,U.S. Senator,Virginia,democrat,8,3,15,15,0,in a debate
7976.json,half-true,Says President Obama has cracked down on employers who are attracting undocumented immigrants and hiring them more than any previous president.,immigration,debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7,9,8,15,3,an interview
4997.json,mostly-true,Says Newt Gingrich made an affirmative statement that he would not only support but he would campaign for Republicans who were in support of the barbaric procedure known as partial-birth abortion.,abortion,michele-bachmann,Congresswoman,Minnesota,republican,8,22,6,4,16,a Republican presidential primary debate
11996.json,barely-true,U.S. global AIDS spending helped reduce political instability and violence by 40 percent in recipient nations.,"foreign-policy,public-health",tom-daschle,,,democrat,1,0,0,0,0,an op-ed
675.json,half-true,"I told the Congress 'thanks, but no thanks,' on that Bridge to Nowhere.","federal-budget,transportation",sarah-palin,,Alaska,republican,9,19,9,6,6,"a speech at the Republican Nationention in St. Paul, Minn."
11583.json,mostly-true,The actual (construction) contracts that weve awarded to date have come in several hundred million dollars below estimates.,"state-budget,state-finances,transportation",jeff-morales,"CEO, California High-Speed Rail Authority",California,state-official,0,0,0,1,0,a press conference
10374.json,TRUE,"State school funding per pupil is down 16 percent compared to 2009, after adjusting for inflation.","education,state-budget",virginia-education-association,,,none,0,0,0,0,0,a web post.
5282.json,half-true,Unemployment has fallen from 10 percent during the presidents first year in office to 8.5 percent today.,economy,hank-johnson,U.S. Congressman,Georgia,democrat,3,0,4,3,0,a press statement
8600.json,half-true,"American voters remain steadfast in their support for immigration reform with a path to citizenship, with more than 70 percent who want to see reform passed this year.",immigration,causa-oregon,,Oregon,organization,0,0,1,0,0,a website statement
